Дата;Регион;Значение
2020-04-01;Курганская область;52.20
2020-04-01;Курская область;48.80
2020-04-01;Липецкая область;50.50
2020-04-01;Магаданская область;55.80
2020-04-01;Мордовия;45.10
2020-04-01;Москва;58.10
2020-04-01;Мурманская область;63.60
2020-04-01;Ненецкий АО;68.10
2020-04-01;Нижегородская область;55.10
2020-04-01;Новгородская область;57.70
2020-04-01;Новосибирская область;50.00
2020-04-01;Омская область;50.80
2020-04-01;Оренбургская область;49.20
2020-04-01;Орловская область;52.00
2020-04-01;Пензенская область;49.60
2020-04-01;Пермский край;58.00
2020-04-01;Приморский край;47.50
2020-04-01;Псковская область;53.90
2020-04-01;Республика Башкортостан;55.40
2020-04-01;Республика Бурятия;54.60
2020-04-01;Республика Дагестан;16.00
2020-04-01;Республика Ингушетия;10.80
2020-04-01;Республика Калмыкия;48.30
2020-04-01;Республика Карачаево-Черкессия;33.00
2020-04-01;Республика Карелия;62.80
2020-04-01;Республика Коми;62.80
2020-04-01;Республика Марий Эл;54.50
2020-04-01;Республика Саха (Якутия);59.00
2020-04-01;Республика Северная Осетия-Алания;28.10
2020-04-01;Республика Татарстан;51.30
2020-04-01;Республика Тыва;51.40
2020-04-01;Республика Хакасия;55.40
2020-04-01;Ростовская область;47.80
2020-04-01;Рязанская область;47.20
2020-04-01;Самарская область;53.70
2020-04-01;Санкт-Петербург;58.20
2020-04-01;Саратовская область;51.00
2020-04-01;Сахалинская область;56.30
2020-04-01;Свердловская область;56.20
2020-04-01;Смоленская область;49.20
2020-04-01;Ставропольский край;47.40
2020-04-01;Тамбовская область;46.50
2020-04-01;Тверская область;52.50
2020-04-01;Томская область;57.60
2020-04-01;Тульская область;51.00
2020-04-01;Тюменская область;57.60
2020-04-01;Удмуртская Республика;56.10
2020-04-01;Ульяновская область;47.00
2020-04-01;Хабаровский край;55.30
2020-04-01;Ханты-Мансийский АО - Югра;55.10
2020-04-01;Челябинская область;48.10
2020-04-01;Чеченская Республика;9.40
2020-04-01;Чувашская Республика;49.80
2020-04-01;Чукотский АО;58.40
2020-04-01;Ямало-Ненецкий АО;55.80
2020-04-01;Ярославская область;53.40
2020-05-01;Россия;54.30
2020-05-01;Адыгея;44.70
2020-05-01;Алтай;54.70
2020-05-01;Алтайский край;52.10
2020-05-01;Амурская область;55.20
2020-05-01;Архангельская область;62.00
2020-05-01;Астраханская область;48.00
2020-05-01;Белгородская область;52.80
2020-05-01;Брянская область;46.40
2020-05-01;Владимирская область;53.70
2020-05-01;Волгоградская область;52.40
2020-05-01;Вологодская область;60.20
2020-05-01;Воронежская область;55.10
2020-05-01;Еврейская автономная область;56.20
2020-05-01;Забайкальский край;55.00
2020-05-01;Ивановская область;49.40
2020-05-01;Иркутская область;57.10
2020-05-01;Кабардино-Балкарская Республика;25.30
2020-05-01;Калининградская область;59.90
2020-05-01;Калужская область;52.90
2020-05-01;Камчатский край;60.10
2020-05-01;Кемеровская область;54.80
2020-05-01;Кировская область;58.20
2020-05-01;Костромская область;55.30
2020-05-01;Краснодарский край;48.60
2020-05-01;Красноярский край;52.00
2020-05-01;Курганская область;54.10
2020-05-01;Курская область;49.10
2020-05-01;Липецкая область;50.70
2020-05-01;Магаданская область;57.50
2020-05-01;Мордовия;47.00
2020-05-01;Москва;58.50
2020-05-01;Мурманская область;63.40
2020-05-01;Ненецкий АО;69.80
2020-05-01;Нижегородская область;56.60
2020-05-01;Новгородская область;59.90
2020-05-01;Новосибирская область;50.20
2020-05-01;Омская область;51.30
2020-05-01;Оренбургская область;49.00
2020-05-01;Орловская область;53.20
2020-05-01;Пензенская область;48.70
2020-05-01;Пермский край;58.20
2020-05-01;Приморский край;49.70
2020-05-01;Псковская область;55.80
2020-05-01;Республика Башкортостан;54.50
2020-05-01;Республика Бурятия;56.20
2020-05-01;Республика Дагестан;18.00
2020-05-01;Республика Ингушетия;10.30
2020-05-01;Республика Калмыкия;48.40
2020-05-01;Республика Карачаево-Черкессия;33.30
2020-05-01;Республика Карелия;64.50
2020-05-01;Республика Коми;63.20
2020-05-01;Республика Марий Эл;53.70
2020-05-01;Республика Саха (Якутия);60.50
2020-05-01;Республика Северная Осетия-Алания;30.20
2020-05-01;Республика Татарстан;52.00
2020-05-01;Республика Тыва;51.40
2020-05-01;Республика Хакасия;49.20
2020-05-01;Ростовская область;47.60
2020-05-01;Рязанская область;48.40
2020-05-01;Самарская область;54.20
2020-05-01;Санкт-Петербург;59.90
2020-05-01;Саратовская область;51.10
2020-05-01;Сахалинская область;59.00
2020-05-01;Свердловская область;56.70
2020-05-01;Смоленская область;50.60
2020-05-01;Ставропольский край;44.30
2020-05-01;Тамбовская область;46.40
2020-05-01;Тверская область;53.80
2020-05-01;Томская область;59.30
2020-05-01;Тульская область;52.40
2020-05-01;Тюменская область;59.60
2020-05-01;Удмуртская Республика;58.00
2020-05-01;Ульяновская область;48.50
2020-05-01;Хабаровский край;57.20
2020-05-01;Ханты-Мансийский АО - Югра;54.60
2020-05-01;Челябинская область;49.10
2020-05-01;Чеченская Республика;10.50
2020-05-01;Чувашская Республика;49.60
2020-05-01;Чукотский АО;58.70
2020-05-01;Ямало-Ненецкий АО;56.00
2020-05-01;Ярославская область;55.40
2020-06-01;Россия;52.60
2020-06-01;Адыгея;42.70
2020-06-01;Алтай;52.40
2020-06-01;Алтайский край;50.10
2020-06-01;Амурская область;52.90
2020-06-01;Архангельская область;60.30
2020-06-01;Астраханская область;46.00
2020-06-01;Белгородская область;50.90
2020-06-01;Брянская область;44.60
2020-06-01;Владимирская область;51.20
2020-06-01;Волгоградская область;49.90
2020-06-01;Вологодская область;57.70
2020-06-01;Воронежская область;53.20
2020-06-01;Еврейская автономная область;54.00
2020-06-01;Забайкальский край;53.80
2020-06-01;Ивановская область;46.60
2020-06-01;Иркутская область;54.80
2020-06-01;Кабардино-Балкарская Республика;25.20
2020-06-01;Калининградская область;57.80
2020-06-01;Калужская область;51.30
2020-06-01;Камчатский край;59.90
2020-06-01;Кемеровская область;54.30
2020-06-01;Кировская область;56.40
2020-06-01;Костромская область;52.60
2020-06-01;Краснодарский край;48.10
2020-06-01;Красноярский край;51.30
2020-06-01;Курганская область;51.70
2020-06-01;Курская область;48.30
2020-06-01;Липецкая область;48.00
2020-06-01;Магаданская область;57.00
2020-06-01;Мордовия;45.40
2020-06-01;Москва;55.70
2020-06-01;Мурманская область;61.80
2020-06-01;Ненецкий АО;66.00
2020-06-01;Нижегородская область;54.70
2020-06-01;Новгородская область;58.30
2020-06-01;Новосибирская область;49.30
2020-06-01;Омская область;51.40
2020-06-01;Оренбургская область;48.10
2020-06-01;Орловская область;51.00
2020-06-01;Пензенская область;46.50
2020-06-01;Пермский край;56.90
2020-06-01;Приморский край;48.50
2020-06-01;Псковская область;54.30
2020-06-01;Республика Башкортостан;53.30
2020-06-01;Республика Бурятия;55.60
2020-06-01;Республика Дагестан;16.80
2020-06-01;Республика Ингушетия;11.00
2020-06-01;Республика Калмыкия;45.20
2020-06-01;Республика Карачаево-Черкессия;32.30
2020-06-01;Республика Карелия;63.40
2020-06-01;Республика Коми;61.10
2020-06-01;Республика Марий Эл;51.20
2020-06-01;Республика Саха (Якутия);60.00
2020-06-01;Республика Северная Осетия-Алания;29.50
2020-06-01;Республика Татарстан;51.20
2020-06-01;Республика Тыва;50.10
2020-06-01;Республика Хакасия;50.30
2020-06-01;Ростовская область;46.10
2020-06-01;Рязанская область;46.60
2020-06-01;Самарская область;53.30
2020-06-01;Санкт-Петербург;59.00
2020-06-01;Саратовская область;49.50
2020-06-01;Сахалинская область;58.10
2020-06-01;Свердловская область;55.80
2020-06-01;Смоленская область;48.20
2020-06-01;Ставропольский край;42.40
2020-06-01;Тамбовская область;44.80
2020-06-01;Тверская область;52.10
2020-06-01;Томская область;57.20
2020-06-01;Тульская область;51.00
2020-06-01;Тюменская область;58.80
2020-06-01;Удмуртская Республика;56.20
2020-06-01;Ульяновская область;46.80
2020-06-01;Хабаровский край;55.50
2020-06-01;Ханты-Мансийский АО - Югра;54.60
2020-06-01;Челябинская область;48.50
2020-06-01;Чеченская Республика;12.30
2020-06-01;Чувашская Республика;47.80
2020-06-01;Чукотский АО;58.90
2020-06-01;Ямало-Ненецкий АО;55.70
2020-06-01;Ярославская область;53.10
2020-07-01;Россия;52.50
2020-07-01;Адыгея;42.40
2020-07-01;Алтай;53.00
2020-07-01;Алтайский край;49.80
2020-07-01;Амурская область;53.30
2020-07-01;Архангельская область;59.50
2020-07-01;Астраханская область;45.60
2020-07-01;Белгородская область;50.40
2020-07-01;Брянская область;44.10
2020-07-01;Владимирская область;51.30
2020-07-01;Волгоградская область;49.40
2020-07-01;Вологодская область;56.80
2020-07-01;Воронежская область;52.40
2020-07-01;Еврейская автономная область;54.70
2020-07-01;Забайкальский край;54.20
2020-07-01;Ивановская область;47.00
2020-07-01;Иркутская область;55.60
2020-07-01;Кабардино-Балкарская Республика;24.40
2020-07-01;Калининградская область;57.40
2020-07-01;Калужская область;50.30
2020-07-01;Камчатский край;59.70
2020-07-01;Кемеровская область;54.10
2020-07-01;Кировская область;55.80
2020-07-01;Костромская область;52.10
2020-07-01;Краснодарский край;47.60
2020-07-01;Красноярский край;52.30
2020-07-01;Курганская область;52.30
2020-07-01;Курская область;46.60
2020-07-01;Липецкая область;47.50
2020-07-01;Магаданская область;57.00
2020-07-01;Мордовия;45.10
2020-07-01;Москва;55.70
2020-07-01;Мурманская область;61.60
2020-07-01;Ненецкий АО;67.30
2020-07-01;Нижегородская область;54.40
2020-07-01;Новгородская область;57.10
2020-07-01;Новосибирская область;50.00
2020-07-01;Омская область;51.10
2020-07-01;Оренбургская область;48.50
2020-07-01;Орловская область;50.50
2020-07-01;Пензенская область;46.70
2020-07-01;Пермский край;57.10
2020-07-01;Приморский край;47.80
2020-07-01;Псковская область;53.20
2020-07-01;Республика Башкортостан;53.40
2020-07-01;Республика Бурятия;55.70
2020-07-01;Республика Дагестан;17.30
2020-07-01;Республика Ингушетия;10.10
2020-07-01;Республика Калмыкия;44.50
2020-07-01;Республика Карачаево-Черкессия;30.80
2020-07-01;Республика Карелия;62.00
2020-07-01;Республика Коми;61.50
2020-07-01;Республика Марий Эл;51.30
2020-07-01;Республика Саха (Якутия);61.00
2020-07-01;Республика Северная Осетия-Алания;29.80
2020-07-01;Республика Татарстан;51.60
2020-07-01;Республика Тыва;49.70
2020-07-01;Республика Хакасия;50.40
2020-07-01;Ростовская область;44.90
2020-07-01;Рязанская область;46.70
2020-07-01;Самарская область;53.70
2020-07-01;Санкт-Петербург;58.70
2020-07-01;Саратовская область;48.90
2020-07-01;Сахалинская область;57.80
2020-07-01;Свердловская область;56.30
2020-07-01;Смоленская область;47.40
2020-07-01;Ставропольский край;42.20
2020-07-01;Тамбовская область;45.50
2020-07-01;Тверская область;51.40
2020-07-01;Томская область;57.30
2020-07-01;Тульская область;50.20
2020-07-01;Тюменская область;59.40
2020-07-01;Удмуртская Республика;56.10
2020-07-01;Ульяновская область;47.50
2020-07-01;Хабаровский край;55.50
2020-07-01;Ханты-Мансийский АО - Югра;55.30
2020-07-01;Челябинская область;49.00
2020-07-01;Чеченская Республика;11.30
2020-07-01;Чувашская Республика;47.60
2020-07-01;Чукотский АО;59.50
2020-07-01;Ямало-Ненецкий АО;56.50
2020-07-01;Ярославская область;52.90
2020-08-01;Россия;54.30
2020-08-01;Адыгея;44.30
2020-08-01;Алтай;54.90
2020-08-01;Алтайский край;53.60
2020-08-01;Амурская область;55.70
2020-08-01;Архангельская область;61.00
2020-08-01;Астраханская область;47.80
2020-08-01;Белгородская область;52.50
2020-08-01;Брянская область;46.40
2020-08-01;Владимирская область;53.50
2020-08-01;Волгоградская область;50.40
2020-08-01;Вологодская область;58.70
2020-08-01;Воронежская область;54.00
2020-08-01;Еврейская автономная область;57.00
2020-08-01;Забайкальский край;56.40
2020-08-01;Ивановская область;49.10
2020-08-01;Иркутская область;57.20
2020-08-01;Кабардино-Балкарская Республика;26.90
2020-08-01;Калининградская область;59.00
2020-08-01;Калужская область;52.40
2020-08-01;Камчатский край;60.70
2020-08-01;Кемеровская область;56.10
2020-08-01;Кировская область;57.60
2020-08-01;Костромская область;54.40
2020-08-01;Краснодарский край;49.30
2020-08-01;Красноярский край;54.40
2020-08-01;Курганская область;54.40
2020-08-01;Курская область;47.90
2020-08-01;Липецкая область;49.50
2020-08-01;Магаданская область;59.00
2020-08-01;Мордовия;46.80
2020-08-01;Москва;57.20
2020-08-01;Мурманская область;63.20
2020-08-01;Ненецкий АО;68.00
2020-08-01;Нижегородская область;56.10
2020-08-01;Новгородская область;58.80
2020-08-01;Новосибирская область;51.70
2020-08-01;Омская область;53.10
2020-08-01;Оренбургская область;49.40
2020-08-01;Орловская область;52.70
2020-08-01;Пензенская область;48.40
2020-08-01;Пермский край;58.70
2020-08-01;Приморский край;50.20
2020-08-01;Псковская область;54.90
2020-08-01;Республика Башкортостан;55.00
2020-08-01;Республика Бурятия;57.20
2020-08-01;Республика Дагестан;20.20
2020-08-01;Республика Ингушетия;13.70
2020-08-01;Республика Калмыкия;46.90
2020-08-01;Республика Карачаево-Черкессия;33.50
2020-08-01;Республика Карелия;63.30
2020-08-01;Республика Коми;62.60
2020-08-01;Республика Марий Эл;53.00
2020-08-01;Республика Саха (Якутия);62.70
2020-08-01;Республика Северная Осетия-Алания;32.40
2020-08-01;Республика Татарстан;53.60
2020-08-01;Республика Тыва;50.70
2020-08-01;Республика Хакасия;54.70
2020-08-01;Ростовская область;46.60
2020-08-01;Рязанская область;48.50
2020-08-01;Самарская область;55.20
2020-08-01;Санкт-Петербург;60.70
2020-08-01;Саратовская область;50.40
2020-08-01;Сахалинская область;59.70
2020-08-01;Свердловская область;58.00
2020-08-01;Смоленская область;49.20
2020-08-01;Ставропольский край;44.30
2020-08-01;Тамбовская область;46.70
2020-08-01;Тверская область;53.60
2020-08-01;Томская область;59.20
2020-08-01;Тульская область;52.00
2020-08-01;Тюменская область;60.90
2020-08-01;Удмуртская Республика;57.80
2020-08-01;Ульяновская область;49.40
2020-08-01;Хабаровский край;57.90
2020-08-01;Ханты-Мансийский АО - Югра;57.10
2020-08-01;Челябинская область;50.60
2020-08-01;Чеченская Республика;14.90
2020-08-01;Чувашская Республика;49.20
2020-08-01;Чукотский АО;60.70
2020-08-01;Ямало-Ненецкий АО;58.10
2020-08-01;Ярославская область;54.80
2020-09-01;Россия;54.10
2020-09-01;Адыгея;44.90
2020-09-01;Алтай;54.60
2020-09-01;Алтайский край;51.90
2020-09-01;Амурская область;54.70
2020-09-01;Архангельская область;60.50
2020-09-01;Астраханская область;48.00
2020-09-01;Белгородская область;52.30
2020-09-01;Брянская область;46.70
2020-09-01;Владимирская область;52.60
2020-09-01;Волгоградская область;51.10
2020-09-01;Вологодская область;57.90
2020-09-01;Воронежская область;54.30
2020-09-01;Еврейская автономная область;55.80
2020-09-01;Забайкальский край;55.80
2020-09-01;Ивановская область;48.00
2020-09-01;Иркутская область;57.00
2020-09-01;Кабардино-Балкарская Республика;28.60
2020-09-01;Калининградская область;58.70
2020-09-01;Калужская область;52.20
2020-09-01;Камчатский край;59.20
2020-09-01;Кемеровская область;55.70
2020-09-01;Кировская область;57.10
2020-09-01;Костромская область;52.30
2020-09-01;Краснодарский край;50.00
2020-09-01;Красноярский край;54.10
2020-09-01;Курганская область;53.60
2020-09-01;Курская область;47.90
2020-09-01;Липецкая область;49.70
2020-09-01;Магаданская область;59.10
2020-09-01;Мордовия;47.10
2020-09-01;Москва;57.00
2020-09-01;Мурманская область;62.70
2020-09-01;Ненецкий АО;68.30
2020-09-01;Нижегородская область;55.60
2020-09-01;Новгородская область;59.10
2020-09-01;Новосибирская область;51.10
2020-09-01;Омская область;53.00
2020-09-01;Оренбургская область;49.30
2020-09-01;Орловская область;52.10
2020-09-01;Пензенская область;48.70
2020-09-01;Пермский край;58.10
2020-09-01;Приморский край;50.10
2020-09-01;Псковская область;54.50
2020-09-01;Республика Башкортостан;55.00
2020-09-01;Республика Бурятия;56.00
2020-09-01;Республика Дагестан;20.90
2020-09-01;Республика Ингушетия;14.70
2020-09-01;Республика Калмыкия;48.40
2020-09-01;Республика Карачаево-Черкессия;32.30
2020-09-01;Республика Карелия;62.70
2020-09-01;Республика Коми;62.10
2020-09-01;Республика Марий Эл;52.90
2020-09-01;Республика Саха (Якутия);61.80
2020-09-01;Республика Северная Осетия-Алания;32.80
2020-09-01;Республика Татарстан;53.20
2020-09-01;Республика Тыва;50.60
2020-09-01;Республика Хакасия;58.60
2020-09-01;Ростовская область;47.00
2020-09-01;Рязанская область;48.20
2020-09-01;Самарская область;55.00
2020-09-01;Санкт-Петербург;60.20
2020-09-01;Саратовская область;50.60
2020-09-01;Сахалинская область;58.60
2020-09-01;Свердловская область;57.60
2020-09-01;Смоленская область;48.30
2020-09-01;Ставропольский край;45.00
2020-09-01;Тамбовская область;47.00
2020-09-01;Тверская область;53.40
2020-09-01;Томская область;59.50
2020-09-01;Тульская область;51.20
2020-09-01;Тюменская область;60.30
2020-09-01;Удмуртская Республика;57.10
2020-09-01;Ульяновская область;48.60
2020-09-01;Хабаровский край;57.90
2020-09-01;Ханты-Мансийский АО - Югра;56.40
2020-09-01;Челябинская область;50.10
2020-09-01;Чеченская Республика;15.80
2020-09-01;Чувашская Республика;48.70
2020-09-01;Чукотский АО;60.50
2020-09-01;Ямало-Ненецкий АО;57.10
2020-09-01;Ярославская область;53.80
2020-10-01;Россия;55.00
2020-10-01;Адыгея;45.40
2020-10-01;Алтай;54.30
2020-10-01;Алтайский край;53.70
2020-10-01;Амурская область;55.00
2020-10-01;Архангельская область;61.70
2020-10-01;Астраханская область;49.30
2020-10-01;Белгородская область;53.00
2020-10-01;Брянская область;47.40
2020-10-01;Владимирская область;53.60
2020-10-01;Волгоградская область;51.80
2020-10-01;Вологодская область;59.60
2020-10-01;Воронежская область;55.30
2020-10-01;Еврейская автономная область;56.80
2020-10-01;Забайкальский край;56.50
2020-10-01;Ивановская область;48.90
2020-10-01;Иркутская область;57.80
2020-10-01;Кабардино-Балкарская Республика;28.90
2020-10-01;Калининградская область;59.90
2020-10-01;Калужская область;52.60
2020-10-01;Камчатский край;61.60
2020-10-01;Кемеровская область;56.80
2020-10-01;Кировская область;58.70
2020-10-01;Костромская область;54.00
2020-10-01;Краснодарский край;51.20
2020-10-01;Красноярский край;55.20
2020-10-01;Курганская область;55.60
2020-10-01;Курская область;49.50
2020-10-01;Липецкая область;50.70
2020-10-01;Магаданская область;64.90
2020-10-01;Мордовия;48.20
2020-10-01;Москва;57.40
2020-10-01;Мурманская область;63.80
2020-10-01;Ненецкий АО;69.10
2020-10-01;Нижегородская область;56.70
2020-10-01;Новгородская область;60.10
2020-10-01;Новосибирская область;52.10
2020-10-01;Омская область;53.80
2020-10-01;Оренбургская область;50.40
2020-10-01;Орловская область;53.40
2020-10-01;Пензенская область;50.10
2020-10-01;Пермский край;59.30
2020-10-01;Приморский край;50.90
2020-10-01;Псковская область;55.50
2020-10-01;Республика Башкортостан;56.40
2020-10-01;Республика Бурятия;56.80
2020-10-01;Республика Дагестан;20.20
2020-10-01;Республика Ингушетия;14.60
2020-10-01;Республика Калмыкия;48.30
2020-10-01;Республика Карачаево-Черкессия;32.10
2020-10-01;Республика Карелия;64.30
2020-10-01;Республика Коми;63.20
2020-10-01;Республика Марий Эл;53.30
2020-10-01;Республика Саха (Якутия);63.10
2020-10-01;Республика Северная Осетия-Алания;33.10
2020-10-01;Республика Татарстан;53.90
2020-10-01;Республика Тыва;52.20
2020-10-01;Республика Хакасия;51.40
2020-10-01;Ростовская область;48.30
2020-10-01;Рязанская область;49.30
2020-10-01;Самарская область;55.90
2020-10-01;Санкт-Петербург;60.90
2020-10-01;Саратовская область;51.50
2020-10-01;Сахалинская область;60.20
2020-10-01;Свердловская область;58.70
2020-10-01;Смоленская область;48.70
2020-10-01;Ставропольский край;45.50
2020-10-01;Тамбовская область;48.30
2020-10-01;Тверская область;54.70
2020-10-01;Томская область;60.30
2020-10-01;Тульская область;52.50
2020-10-01;Тюменская область;61.10
2020-10-01;Удмуртская Республика;58.40
2020-10-01;Ульяновская область;49.70
2020-10-01;Хабаровский край;59.20
2020-10-01;Ханты-Мансийский АО - Югра;58.00
2020-10-01;Челябинская область;51.00
2020-10-01;Чеченская Республика;15.20
2020-10-01;Чувашская Республика;50.60
2020-10-01;Чукотский АО;61.10
2020-10-01;Ямало-Ненецкий АО;58.10
2020-10-01;Ярославская область;55.40
2020-11-01;Россия;57.10
2020-11-01;Адыгея;48.40
2020-11-01;Алтай;56.50
2020-11-01;Алтайский край;55.10
2020-11-01;Амурская область;56.30
2020-11-01;Архангельская область;63.70
2020-11-01;Астраханская область;51.80
2020-11-01;Белгородская область;55.90
2020-11-01;Брянская область;49.90
2020-11-01;Владимирская область;56.00
2020-11-01;Волгоградская область;54.70
2020-11-01;Вологодская область;62.00
2020-11-01;Воронежская область;58.70
2020-11-01;Еврейская автономная область;58.10
2020-11-01;Забайкальский край;56.70
2020-11-01;Ивановская область;50.90
2020-11-01;Иркутская область;60.10
2020-11-01;Кабардино-Балкарская Республика;30.60
2020-11-01;Калининградская область;62.80
2020-11-01;Калужская область;55.20
2020-11-01;Камчатский край;63.40
2020-11-01;Кемеровская область;58.30
2020-11-01;Кировская область;60.50
2020-11-01;Костромская область;56.40
2020-11-01;Краснодарский край;53.70
2020-11-01;Красноярский край;57.00
2020-11-01;Курганская область;57.30
2020-11-01;Курская область;51.80
2020-11-01;Липецкая область;52.80
2020-11-01;Магаданская область;60.60
2020-11-01;Мордовия;49.80
2020-11-01;Москва;59.60
2020-11-01;Мурманская область;65.40
2020-11-01;Ненецкий АО;71.10
2020-11-01;Нижегородская область;59.00
2020-11-01;Новгородская область;62.00
2020-11-01;Новосибирская область;53.90
2020-11-01;Омская область;56.20
2020-11-01;Оренбургская область;52.60
2020-11-01;Орловская область;55.40
2020-11-01;Пензенская область;52.30
2020-11-01;Пермский край;61.40
2020-11-01;Приморский край;52.80
2020-11-01;Псковская область;57.30
2020-11-01;Республика Башкортостан;58.80
2020-11-01;Республика Бурятия;57.00
2020-11-01;Республика Дагестан;21.80
2020-11-01;Республика Ингушетия;14.90
2020-11-01;Республика Калмыкия;50.70
2020-11-01;Республика Карачаево-Черкессия;33.60
2020-11-01;Республика Карелия;66.10
2020-11-01;Республика Коми;64.90
2020-11-01;Республика Марий Эл;56.80
2020-11-01;Республика Саха (Якутия);63.90
2020-11-01;Республика Северная Осетия-Алания;34.40
2020-11-01;Республика Татарстан;56.30
2020-11-01;Республика Тыва;52.00
2020-11-01;Республика Хакасия;58.40
2020-11-01;Ростовская область;51.00
2020-11-01;Рязанская область;52.30
2020-11-01;Самарская область;58.00
2020-11-01;Санкт-Петербург;62.70
2020-11-01;Саратовская область;53.80
2020-11-01;Сахалинская область;61.60
2020-11-01;Свердловская область;60.30
2020-11-01;Смоленская область;50.90
2020-11-01;Ставропольский край;48.20
2020-11-01;Тамбовская область;50.10
2020-11-01;Тверская область;56.40
2020-11-01;Томская область;62.60
2020-11-01;Тульская область;54.70
2020-11-01;Тюменская область;62.80
2020-11-01;Удмуртская Республика;60.40
2020-11-01;Ульяновская область;51.60
2020-11-01;Хабаровский край;61.50
2020-11-01;Ханты-Мансийский АО - Югра;59.80
2020-11-01;Челябинская область;53.00
2020-11-01;Чеченская Республика;17.20
2020-11-01;Чувашская Республика;52.80
2020-11-01;Чукотский АО;62.50
2020-11-01;Ямало-Ненецкий АО;60.00
2020-11-01;Ярославская область;57.70
2020-12-01;Россия;55.60
2020-12-01;Адыгея;47.10
2020-12-01;Алтай;55.30
2020-12-01;Алтайский край;54.50
2020-12-01;Амурская область;55.60
2020-12-01;Архангельская область;62.30
2020-12-01;Астраханская область;51.00
2020-12-01;Белгородская область;54.00
2020-12-01;Брянская область;47.50
2020-12-01;Владимирская область;53.90
2020-12-01;Волгоградская область;53.10
2020-12-01;Вологодская область;59.60
2020-12-01;Воронежская область;56.30
2020-12-01;Еврейская автономная область;57.10
2020-12-01;Забайкальский край;56.10
2020-12-01;Ивановская область;49.50
2020-12-01;Иркутская область;58.70
2020-12-01;Кабардино-Балкарская Республика;28.70
2020-12-01;Калининградская область;59.90
2020-12-01;Калужская область;53.20
2020-12-01;Камчатский край;61.50
2020-12-01;Кемеровская область;58.20
2020-12-01;Кировская область;58.90
2020-12-01;Костромская область;54.80
2020-12-01;Краснодарский край;52.90
2020-12-01;Красноярский край;55.90
2020-12-01;Курганская область;55.80
2020-12-01;Курская область;49.90
2020-12-01;Липецкая область;51.20
2020-12-01;Магаданская область;58.70
2020-12-01;Мордовия;48.70
2020-12-01;Москва;57.80
2020-12-01;Мурманская область;63.20
2020-12-01;Ненецкий АО;69.80
2020-12-01;Нижегородская область;56.70
2020-12-01;Новгородская область;60.10
2020-12-01;Новосибирская область;53.70
2020-12-01;Омская область;55.20
2020-12-01;Оренбургская область;51.80
2020-12-01;Орловская область;53.10
2020-12-01;Пензенская область;50.20
2020-12-01;Пермский край;59.90
2020-12-01;Приморский край;52.60
2020-12-01;Псковская область;55.20
2020-12-01;Республика Башкортостан;57.50
2020-12-01;Республика Бурятия;57.20
2020-12-01;Республика Дагестан;18.90
2020-12-01;Республика Ингушетия;13.00
2020-12-01;Республика Калмыкия;49.10
2020-12-01;Республика Карачаево-Черкессия;33.30
2020-12-01;Республика Карелия;64.50
2020-12-01;Республика Коми;63.40
2020-12-01;Республика Марий Эл;54.60
2020-12-01;Республика Саха (Якутия);64.30
2020-12-01;Республика Северная Осетия-Алания;32.60
2020-12-01;Республика Татарстан;54.80
2020-12-01;Республика Тыва;51.80
2020-12-01;Республика Хакасия;51.90
2020-12-01;Ростовская область;50.30
2020-12-01;Рязанская область;48.90
2020-12-01;Самарская область;56.70
2020-12-01;Санкт-Петербург;61.00
2020-12-01;Саратовская область;52.60
2020-12-01;Сахалинская область;60.20
2020-12-01;Свердловская область;59.70
2020-12-01;Смоленская область;49.00
2020-12-01;Ставропольский край;46.70
2020-12-01;Тамбовская область;47.70
2020-12-01;Тверская область;54.10
2020-12-01;Томская область;61.70
2020-12-01;Тульская область;53.20
2020-12-01;Тюменская область;62.00
2020-12-01;Удмуртская Республика;58.90
2020-12-01;Ульяновская область;49.60
2020-12-01;Хабаровский край;60.00
2020-12-01;Ханты-Мансийский АО - Югра;59.30
2020-12-01;Челябинская область;51.80
2020-12-01;Чеченская Республика;18.40
2020-12-01;Чувашская Республика;50.40
2020-12-01;Чукотский АО;61.80
2020-12-01;Ямало-Ненецкий АО;59.70
2020-12-01;Ярославская область;55.60
2021-01-01;Россия;60.60
2021-01-01;Адыгея;52.60
2021-01-01;Алтай;60.90
2021-01-01;Алтайский край;59.80
2021-01-01;Амурская область;60.30
2021-01-01;Архангельская область;67.00
2021-01-01;Астраханская область;55.80
2021-01-01;Белгородская область;60.90
2021-01-01;Брянская область;53.40
2021-01-01;Владимирская область;60.00
2021-01-01;Волгоградская область;60.60
2021-01-01;Вологодская область;64.80
2021-01-01;Воронежская область;63.40
2021-01-01;Еврейская автономная область;62.80
2021-01-01;Забайкальский край;60.50
2021-01-01;Ивановская область;54.70
2021-01-01;Иркутская область;62.10
2021-01-01;Кабардино-Балкарская Республика;32.60
2021-01-01;Калининградская область;65.50
2021-01-01;Калужская область;58.90
2021-01-01;Камчатский край;67.40
2021-01-01;Кемеровская область;60.70
2021-01-01;Кировская область;64.20
2021-01-01;Костромская область;60.50
2021-01-01;Краснодарский край;57.10
2021-01-01;Красноярский край;59.60
2021-01-01;Курганская область;60.00
2021-01-01;Курская область;56.00
2021-01-01;Липецкая область;58.30
2021-01-01;Магаданская область;65.20
2021-01-01;Мордовия;53.40
2021-01-01;Москва;63.20
